ID,Name,Name_EN,Tags,Services,Availability,Description,Alternates,Keywords,Warnings
T_ZONES,Zonas climáticas térmicas,Climate Thermal Zones,"official,meteorology","api,aws",climatology,The ASHRAE® climate thermal zones used to support building energy efficiency.,"Temperature Climate Zones,Thermal Classification Zones,ASHRAE Temperature Zone,Thermal Climate Region","Temperature Climate Zones,Thermal Classification Zones,ASHRAE Temperature Zone,Thermal Climate Region",
U10M,Viento hacia el este a 10 metros,Eastward Wind at 10 Meters,"official,nrt,meteorology,warning","api,aws","hourly,daily,monthly,annual,climatology",The estimate of the eastward wind average speed for winds blowing 10 meters above the surface of the earth.,"Zonal Wind at 10 Meters,U-Component of Wind at 10m,East-West Wind Component at 10m","Zonal Wind at 10 Meters,U-Component of Wind at 10m,East-West Wind Component at 10m","The eastward wind component is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
U2M,Viento hacia el este a 2 metros,Eastward Wind at 2 Meters,"official,nrt,meteorology,warning","api,aws","hourly,daily,monthly,annual,climatology",The estimate of the eastward wind average speed for winds blowing 2 meters above the surface of the earth.,"Zonal Wind at 2 Meters,U-Component of Wind at 2m,East-West Wind Component at 2m","Zonal Wind at 2 Meters,U-Component of Wind at 2m,East-West Wind Component at 2m","The eastward wind component is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
U50M,Viento hacia el este a 50 metros,Eastward Wind at 50 Meters,"official,nrt,meteorology,warning","api,aws","hourly,daily,monthly,annual,climatology",The estimate of the eastward wind average speed for winds blowing 50 meters above the surface of the earth.,"Zonal Wind at 50 Meters,U-Component of Wind at 50m,East-West Wind Component at 50m","Zonal Wind at 50 Meters,U-Component of Wind at 50m,East-West Wind Component at 50m","The eastward wind component is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
V10M,Viento hacia el norte a 10 metros,Northward Wind at 10 Meters,"official,nrt,meteorology,warning","api,aws","hourly,daily,monthly,annual,climatology",The estimate of the northward wind average speed for winds blowing 10 meters above the surface of the earth.,"Meridional Wind at 10 Meters,V-Component of Wind at 10m,North-South Wind Component at 10m","Meridional Wind at 10 Meters,V-Component of Wind at 10m,North-South Wind Component at 10m","The northward wind component is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
V2M,Viento hacia el norte a 2 metros,Northward Wind at 2 Meters,"official,nrt,meteorology,warning","api,aws","hourly,daily,monthly,annual,climatology",The estimate of the northward wind average speed for winds blowing 2 meters above the surface of the earth.,"Meridional Wind at 2 Meters,V-Component of Wind at 2m,North-South Wind Component at 2m","Meridional Wind at 2 Meters,V-Component of Wind at 2m,North-South Wind Component at 2m","The northward wind component is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
V50M,Viento hacia el norte a 50 metros,Northward Wind at 50 Meters,"official,nrt,meteorology,warning","api,aws","hourly,daily,monthly,annual,climatology",The estimate of the northward wind average speed for winds blowing 50 meters above the surface of the earth.,"Meridional Wind at 50 Meters,V-Component of Wind at 50m,North-South Wind Component at 50m","Meridional Wind at 50 Meters,V-Component of Wind at 50m,North-South Wind Component at 50m","The northward wind component is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WD10M,Dirección del viento a 10 metros,Wind Direction at 10 Meters,"official,nrt,meteorology,warning","api,dav,aws","hourly,daily,monthly,annual,climatology",The average of the wind direction at 10 meters above the surface of the earth.,"Surface Wind Direction,Standard Anemometer Wind Direction,10-Meter Wind Direction,Wind Bearing at 10m","Surface Wind Direction,Standard Anemometer Wind Direction,10-Meter Wind Direction,Wind Bearing at 10m,Wind/Pressure","Wind direction is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WD2M,Dirección del viento a 2 metros,Wind Direction at 2 Meters,"official,nrt,meteorology,warning","api,dav,gis,aws","hourly,daily,monthly,annual,climatology",The average of the wind direction at 2 meters above the surface of the earth.,"Wind Direction at 2m,Near-Surface Wind Direction,Low-Level Wind Bearing","Wind Direction at 2m,Near-Surface Wind Direction,Low-Level Wind Bearing,Wind/Pressure","Wind direction is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WD50M,Dirección del viento a 50 metros,Wind Direction at 50 Meters,"official,nrt,meteorology,warning","api,dav,gis,aws","hourly,daily,monthly,annual,climatology",The average of the wind direction at 50 meters above the surface of the earth.,"Hub-Height Wind Direction,50-Meter Wind Direction,Upper-Level Wind Direction","Hub-Height Wind Direction,50-Meter Wind Direction,Upper-Level Wind Direction,Wind/Pressure","Wind direction is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WS10M,Velocidad del viento a 10 metros,Wind Speed at 10 Meters,"official,nrt,meteorology,warning","api,dav,aws","hourly,daily,monthly,annual,climatology",The average of wind speed at 10 meters above the surface of the earth.,"Standard Anemometer Wind Speed,10-Meter Wind Speed,Surface Wind Speed,WMO Standard Wind Speed","Standard Anemometer Wind Speed,10-Meter Wind Speed,Surface Wind Speed,WMO Standard Wind Speed,Wind/Pressure","Wind speed is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WS10M_HR,Velocidad del viento a 10 metros (conjunto de parámetros basado en horas),Wind Speed at 10 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
WS10M_MAX,Velocidad del viento a 10 metros máximo,Wind Speed at 10 Meters Maximum,"official,nrt,meteorology,warning","api,dav,aws","daily,monthly,annual,climatology",The maximum hourly wind speed at 10 meters above the surface of the earth in the period of interest.,"Maximum Wind Speed at 10 Meters,Peak Wind at 10m,Daily Maximum Surface Wind Speed","Maximum Wind Speed at 10 Meters,Peak Wind at 10m,Daily Maximum Surface Wind Speed,Wind/Pressure","Wind speed is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WS10M_MAX_AVG,Velocidad del viento a 10 metros promedio máximo,Wind Speed at 10 Meters Maximum Average,"official,meteorology,warning","api,aws","monthly,annual,climatology",The average of the maximum daily wind speed at 10 meters above the surface of the earth.,"Mean Maximum Wind Speed at 10 Meters,Average Peak Surface Wind","Mean Maximum Wind Speed at 10 Meters,Average Peak Surface Wind","Wind speed is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WS10M_MIN,Velocidad del viento a 10 metros mínimo,Wind Speed at 10 Meters Minimum,"official,nrt,meteorology,warning","api,dav,aws","daily,monthly,annual,climatology",The minimum hourly wind speed at 10 meters above the surface of the earth in the period of interest.,"Minimum Wind Speed at 10 Meters,Daily Minimum Surface Wind Speed,Calm Wind at 10m","Minimum Wind Speed at 10 Meters,Daily Minimum Surface Wind Speed,Calm Wind at 10m,Wind/Pressure","Wind speed is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WS10M_MIN_AVG,Velocidad del viento a 10 metros promedio mínimo,Wind Speed at 10 Meters Minimum Average,"official,meteorology,warning","api,aws","monthly,annual,climatology",The average of the minimum daily wind speed at 10 meters above the surface of the earth.,"Mean Minimum Wind Speed at 10 Meters,Average Calm Surface Wind","Mean Minimum Wind Speed at 10 Meters,Average Calm Surface Wind","Wind speed is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WS10M_RANGE,Velocidad del viento a 10 metros rango,Wind Speed at 10 Meters Range,"official,nrt,meteorology,warning","api,dav,aws","daily,monthly,annual,climatology",The minimum and maximum hourly wind speed range at 10 meters above the surface of the earth.,"Wind Speed Range at 10 Meters,Diurnal Wind Speed Range at 10m","Wind Speed Range at 10 Meters,Diurnal Wind Speed Range at 10m,Wind/Pressure","Wind speed is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WS2M,Velocidad del viento a 2 metros,Wind Speed at 2 Meters,"official,nrt,meteorology,warning","api,dav,gis,aws","hourly,daily,monthly,annual,climatology",The average of wind speed at 2 meters above the surface of the earth.,"Near-Surface Wind Speed,Wind Speed at 2m","Near-Surface Wind Speed,Wind Speed at 2m,Wind/Pressure,Parameters for Solar Cooking","Wind speed is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WS2M_HR,Velocidad del viento a 2 metros (conjunto de parámetros basado en horas),Wind Speed at 2 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
WS2M_MAX,Velocidad del viento a 2 metros máximo,Wind Speed at 2 Meters Maximum,"official,nrt,meteorology,warning","api,dav,aws","daily,monthly,annual,climatology",The maximum hourly wind speed at 2 meters above the surface of the earth in the period of interest.,"Maximum Wind Speed at 2 Meters,Peak Wind Speed at 2m,Daily Maximum Wind at 2m","Maximum Wind Speed at 2 Meters,Peak Wind Speed at 2m,Daily Maximum Wind at 2m,Wind/Pressure","Wind speed is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WS2M_MAX_AVG,Velocidad del viento a 2 metros promedio máximo,Wind Speed at 2 Meters Maximum Average,"official,meteorology,warning","api,aws","monthly,annual,climatology",The average of the maximum daily wind speed at 2 meters above the surface of the earth.,"Mean Maximum Wind Speed at 2 Meters,Average Peak Wind at 2m","Mean Maximum Wind Speed at 2 Meters,Average Peak Wind at 2m","Wind speed is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WS2M_MIN,Velocidad del viento a 2 metros mínimo,Wind Speed at 2 Meters Minimum,"official,nrt,meteorology,warning","api,dav,aws","daily,monthly,annual,climatology",The minimum hourly wind speed at 2 meters above the surface of the earth in the period of interest.,"Minimum Wind Speed at 2 Meters,Daily Minimum Wind at 2m","Minimum Wind Speed at 2 Meters,Daily Minimum Wind at 2m,Wind/Pressure","Wind speed is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WS2M_MIN_AVG,Velocidad del viento a 2 metros promedio mínimo,Wind Speed at 2 Meters Minimum Average,"official,meteorology,warning","api,aws","monthly,annual,climatology",The average of the minimum daily wind speed at 2 meters above the surface of the earth.,"Mean Minimum Wind Speed at 2 Meters,Average Calm Wind at 2m","Mean Minimum Wind Speed at 2 Meters,Average Calm Wind at 2m","Wind speed is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WS2M_RANGE,Velocidad del viento a 2 metros rango,Wind Speed at 2 Meters Range,"official,nrt,meteorology,warning","api,dav,aws","daily,monthly,annual,climatology",The minimum and maximum hourly wind speed range at 2 meters above the surface of the earth.,"Wind Speed Range at 2 Meters,Diurnal Wind Speed Range at 2m","Wind Speed Range at 2 Meters,Diurnal Wind Speed Range at 2m,Wind/Pressure","Wind speed is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WS50M,Velocidad del viento a 50 metros,Wind Speed at 50 Meters,"official,nrt,meteorology,warning","api,dav,gis,aws","hourly,daily,monthly,annual,climatology",The average of wind speed at 50 meters above the surface of the earth.,"Hub-Height Wind Speed,50-Meter Wind Speed,Wind Turbine Level Wind Speed","Hub-Height Wind Speed,50-Meter Wind Speed,Wind Turbine Level Wind Speed,Wind/Pressure","Wind speed is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WS50M_HR,Velocidad del viento a 50 metros (conjunto de parámetros basado en horas),Wind Speed at 50 Meters (Hour-Based Parameter Set),"official,meteorology",api,"monthly,annual,climatology",This is a API only data parameter listing to provide a set of data parameters.,,,
WS50M_MAX,Velocidad del viento a 50 metros máximo,Wind Speed at 50 Meters Maximum,"official,nrt,meteorology,warning","api,dav,aws","daily,monthly,annual,climatology",The maximum hourly wind speed at 50 meters above the surface of the earth in the period of interest.,"Maximum Wind Speed at 50 Meters,Peak Hub-Height Wind Speed,Daily Maximum Wind at 50m","Maximum Wind Speed at 50 Meters,Peak Hub-Height Wind Speed,Daily Maximum Wind at 50m,Wind/Pressure","Wind speed is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WS50M_MAX_AVG,Velocidad del viento a 50 metros promedio máximo,Wind Speed at 50 Meters Maximum Average,"official,meteorology,warning","api,aws","monthly,annual,climatology",The average of the maximum daily wind speed at 50 meters above the surface of the earth.,"Mean Maximum Wind Speed at 50 Meters,Average Peak Hub-Height Wind","Mean Maximum Wind Speed at 50 Meters,Average Peak Hub-Height Wind","Wind speed is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WS50M_MIN,Velocidad del viento a 50 metros mínimo,Wind Speed at 50 Meters Minimum,"official,nrt,meteorology,warning","api,dav,aws","daily,monthly,annual,climatology",The minimum hourly wind speed at 50 meters above the surface of the earth in the period of interest.,"Minimum Wind Speed at 50 Meters,Daily Minimum Hub-Height Wind,Calm Wind at 50m","Minimum Wind Speed at 50 Meters,Daily Minimum Hub-Height Wind,Calm Wind at 50m,Wind/Pressure","Wind speed is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WS50M_MIN_AVG,Velocidad del viento a 50 metros promedio mínimo,Wind Speed at 50 Meters Minimum Average,"official,meteorology,warning","api,aws","monthly,annual,climatology",The average of the minimum daily wind speed at 50 meters above the surface of the earth.,"Mean Minimum Wind Speed at 50 Meters,Average Calm Hub-Height Wind","Mean Minimum Wind Speed at 50 Meters,Average Calm Hub-Height Wind","Wind speed is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WS50M_RANGE,Velocidad del viento a 50 metros rango,Wind Speed at 50 Meters Range,"official,nrt,meteorology,warning","api,dav,aws","daily,monthly,annual,climatology",The minimum and maximum hourly wind speed range at 50 meters above the surface of the earth.,"Wind Speed Range at 50 Meters,Hub-Height Wind Speed Range","Wind Speed Range at 50 Meters,Hub-Height Wind Speed Range,Wind/Pressure","Wind speed is provided from an average of a large area and may not represent a point location due to surface properties, elevation changes, and local weather phenomena."
WSC,Velocidad del viento corregida (ajustada por la elevación),Corrected Wind Speed (Adjusted For Elevation),"official,meteorology",api,"hourly,daily,monthly,annual,climatology",Wind speed associated with the MERRA-2 grid adjusted using the Gipe Power Law and the elevation difference between the average elevation of the grid cell and the elevation of the underlying surface.,"Adjusted Wind Speed,Corrected Surface Wind Speed","Adjusted Wind Speed,Corrected Surface Wind Speed",
Z0M,Rugosidad de la superficie,Surface Roughness,"official,nrt,meteorology","api,aws","hourly,daily,monthly,annual,climatology",The height above the displacement plane at which the mean wind becomes zero when extrapolating the logarithmic wind speed profile downward through the surface layer.,"Aerodynamic Roughness Length,Roughness Length for Momentum,Surface Roughness Length,Terrain Roughness Parameter","Aerodynamic Roughness Length,Roughness Length for Momentum,Surface Roughness Length,Terrain Roughness Parameter",
